316	250	299	840	259
44	891	649	51	636
77	820	547	101	312
714	685	23	157	70
786	883	411	737	625
713	393	352	576	422
576	761	420	671	866
103	421	813	781	567
814	906	264	54	465
9	171	608	765	112
438	154	602	544	879
123	173	281	863	270
956	431	117	166	721
974	663	432	137	513
300	749	729	791	185
953	596	856	962	445
131	853	243	779	391
147	2	600	725	974
313	31	744	498	362
527	812	29	575	458
436	828	409	133	741
530	941	482	605	376
586	272	670	394	414
767	706	294	715	171
346	446	633	681	585
848	821	555	203	345
322	314	825	139	18
294	806	468	295	642
89	18	471	591	819
843	649	164	729	716
573	376	934	496	923
681	541	361	809	658
638	845	699	81	102
723	865	611	260	917
460	604	2	99	623
811	916	355	699	479
702	650	307	256	442
15	594	787	368	480
412	804	880	723	977
889	691	118	608	822
483	152	157	864	946
997	996	642	131	776
887	756	381	207	110
982	104	473	902	758
193	934	809	764	79
294	460	371	838	756
486	686	87	589	322
315	64	24	166	889
654	101	145	593	151
328	601	494	807	582
426	242	635	207	162
73	895	507	56	247
876	447	462	612	691
105	986	799	654	401
143	915	738	966	126
778	159	497	410	604
561	139	353	268	980
971	256	158	413	150
125	125	410	168	189
777	70	433	919	39
525	558	203	441	189
665	969	611	994	152
956	425	451	999	670
913	297	714	390	133
923	76	35	175	548
522	215	956	804	241
713	352	350	581	361
631	720	133	656	92
913	583	877	198	866
557	908	455	786	549
152	436	709	609	270
239	415	757	450	179
997	161	13	442	621
555	950	802	168	557
892	261	828	55	170
927	154	349	332	74
496	771	872	641	557
740	905	588	84	170
765	654	72	516	514
0	77	577	410	198
464	890	702	0	647
78	349	421	608	939
142	654	982	323	989
877	492	917	465	500
107	861	862	786	772
414	665	568	550	937
305	469	362	142	541
886	878	655	582	844
284	811	483	834	336
97	715	332	794	304
138	903	835	245	120
765	600	552	464	679
414	346	326	521	428
938	761	151	365	26
774	214	383	885	60
776	775	822	325	423
403	69	772	361	605
35	645	898	936	562
372	954	983	999	268
651	16	812	323	245
332	348	929	81	359
517	543	593	144	64
269	128	76	598	753
756	180	201	976	191
457	341	434	81	545
80	363	37	878	438
189	95	118	225	582
977	549	518	27	680
950	218	361	947	571
101	893	993	762	101
132	204	222	8	462
62	126	261	231	855
953	359	639	523	514
530	883	75	636	793
995	517	337	935	990
460	91	620	579	264
671	556	651	113	535
176	373	675	970	747
968	325	849	666	54
685	555	571	70	57
304	298	440	306	805
685	953	96	908	333
333	902	109	714	642
40	472	705	221	912
582	330	18	35	827
41	439	89	243	316
638	851	672	448	319
50	925	725	419	938
31	665	602	650	388
236	261	459	100	362
421	861	459	605	829
643	359	821	37	191
89	337	977	743	377
221	633	703	409	465
965	254	372	141	56
198	311	280	739	540
81	396	653	600	978
686	988	932	675	767
938	407	914	692	560
472	361	181	919	655
927	431	821	977	567
995	100	822	793	637
584	161	405	782	910
59	430	219	451	699
699	367	63	934	980
643	648	689	902	919
657	981	686	745	415
912	115	776	670	765
710	714	684	885	189
657	996	548	661	962
507	470	330	618	192
657	307	234	696	700
163	780	577	275	167
502	113	92	710	423
198	149	744	742	810
707	508	157	928	271
425	72	997	175	49
976	995	332	731	964
29	368	292	760	674
578	166	599	934	258
435	913	501	562	840
407	295	485	230	487
389	626	798	369	546
24	587	759	316	765
790	540	882	141	856
996	441	722	158	60
448	530	623	803	129
431	20	564	258	247
584	413	680	183	583
198	37	807	219	280
463	383	728	963	25
313	901	959	466	39
637	893	289	633	189
30	602	993	278	575
832	963	956	556	933
634	608	148	675	687
31	95	318	456	960
305	710	689	369	879
864	875	349	618	617
410	314	575	675	467
999	549	146	286	472
406	683	831	584	764
877	126	403	972	792
221	878	972	568	47
116	66	776	111	530
541	217	172	105	833
949	953	761	396	934
632	236	504	735	737
940	864	768	880	622
538	855	631	988	349
800	893	726	600	524
43	923	668	465	854
473	959	354	739	765
513	279	242	376	645
72	177	729	979	983
825	914	943	648	103
824	777	628	228	809
920	608	838	957	589
673	59	210	251	99
642	339	21	274	616
524	972	562	992	814
557	483	819	980	496
923	546	472	124	738
640	738	172	233	628
862	416	155	373	329
2	167	339	258	585
526	2	734	410	820
149	640	308	830	779
300	111	715	741	299
558	328	221	518	415
343	161	230	265	89
575	672	591	368	511
509	991	575	433	103
625	148	326	339	306
938	483	211	220	915
722	489	206	69	949
670	33	355	76	835
464	435	482	965	782
139	471	863	609	206
348	23	535	930	916
609	571	123	924	77
118	359	285	410	723
651	412	843	890	476
906	352	884	370	977
460	163	661	424	963
532	425	369	911	13
389	262	283	175	153
621	842	153	567	713
443	531	855	306	326
27	578	737	802	78
711	832	957	96	544
452	721	83	667	680
33	676	313	10	274
430	188	529	832	46
735	744	696	685	818
993	841	379	708	8
869	114	591	551	382
156	110	915	1	726
811	97	133	649	662
744	285	134	250	472
1	32	587	710	841
162	306	845	762	552
735	2	275	1	19
431	12	467	406	51
273	564	255	348	909
117	900	953	977	258
812	423	636	811	143
38	431	378	990	506
47	539	32	850	775
616	525	672	443	260
855	493	414	340	717
974	817	306	93	123
13	911	427	949	46
51	405	32	1	999
943	956	920	702	492
251	915	565	137	542
251	577	537	589	934
412	670	755	275	960
963	412	525	690	960
468	867	5	886	755
666	535	564	679	743
292	695	169	712	586
608	783	660	24	266
384	735	53	330	189
972	105	165	795	870
154	564	50	513	899
650	177	33	628	806
225	938	64	520	420
802	220	372	767	550
370	593	484	175	552
501	889	893	496	20
791	327	596	552	536
651	799	217	121	665
597	99	788	966	526
524	217	844	111	782
589	907	508	960	383
751	992	930	79	896
998	760	305	303	388
250	603	190	333	785
53	721	625	960	611
858	558	932	813	622
312	118	462	446	399
360	932	955	400	22
341	277	469	417	488
91	191	145	990	500
471	316	543	769	389
917	943	556	331	743
450	513	218	111	276
555	893	624	644	272
375	9	97	241	226
315	5	682	733	614
610	68	117	953	307
772	50	587	690	554
667	52	562	497	595
452	554	364	293	241
377	97	318	884	675
613	875	73	320	311
299	200	845	63	942
556	329	441	538	670
27	17	232	520	390
405	241	284	325	631
460	949	686	142	23
843	219	208	81	949
256	443	251	410	614
698	823	442	543	314
68	455	557	26	818
564	744	820	534	112
496	694	511	333	275
768	948	718	28	199
720	349	268	784	326
311	76	51	512	927
386	852	214	936	611
19	44	350	151	341
186	982	830	297	615
541	676	907	830	281
927	104	31	181	561
842	337	145	684	906
633	472	357	437	884
2	401	351	160	117
306	332	245	596	2
848	915	870	997	701
682	179	552	562	512
788	516	310	383	841
16	794	338	560	947
54	125	425	891	848
347	363	2	691	131
846	80	815	455	67
29	232	37	742	475
186	597	612	21	469
621	70	157	953	632
915	949	208	943	594
281	874	336	454	485
8	692	994	295	804
42	987	333	320	477
37	462	939	78	989
825	138	212	44	541
102	373	153	912	909
55	44	718	257	986
247	748	245	347	132
627	195	318	279	750
483	406	577	601	855
644	414	347	902	318
29	772	974	465	56
96	819	470	840	30
464	719	533	384	621
872	347	425	777	848
510	799	341	258	433
346	281	79	436	439
227	594	353	248	492
211	914	263	353	251
723	321	946	298	152
883	76	377	481	880
211	453	292	667	828
863	442	827	283	915
726	226	802	410	344
512	844	263	959	117
778	312	836	909	620
478	749	32	247	161
631	525	191	573	907
888	848	42	522	32
95	828	538	891	309
656	870	970	782	396
445	835	353	567	995
334	397	217	552	199
209	439	799	627	68
315	126	814	845	57
934	347	610	639	939
929	499	733	163	134
223	491	313	936	867
409	761	496	796	824
329	944	384	876	217
932	336	694	468	190
674	797	914	818	931
403	247	769	823	774
464	179	80	60	548
977	940	679	332	501
549	956	310	939	994
194	389	734	204	44
71	701	750	11	774
757	60	804	669	808
568	22	186	53	78
799	375	987	487	269
392	581	0	532	424
611	470	680	535	352
640	777	369	513	937
787	763	13	381	658
27	877	209	444	52
768	691	139	774	560
515	783	611	106	131
787	227	3	87	752
74	590	867	776	186
494	643	600	500	505
659	340	211	470	16
132	576	470	403	27
927	342	167	920	517
677	198	210	591	997
337	797	64	729	505
275	654	480	883	79
182	812	495	556	57
775	800	732	261	173
171	70	891	647	371
490	273	483	303	511
785	256	398	95	446
883	625	735	0	75
44	740	971	556	621
804	756	759	487	578
515	996	617	837	359
258	765	813	313	597
953	61	14	75	499
836	351	269	746	682
792	342	947	448	212
980	108	867	208	746
454	736	356	131	624
358	761	772	372	634
151	118	238	960	959
62	201	570	123	741
938	232	514	215	580
446	863	451	68	819
82	491	510	955	262
813	597	665	923	653
960	229	284	429	923
509	727	169	957	659
991	77	274	688	880
927	3	145	923	808
967	602	730	342	587
256	464	493	110	287
406	701	79	353	736
393	245	621	806	819
939	678	952	202	512
757	846	847	65	82
652	571	562	608	362
240	49	111	728	720
980	836	643	696	277
12	812	414	596	935
376	331	506	613	840
586	866	900	974	328
178	577	714	395	34
55	676	803	253	398
229	827	13	951	94
522	879	896	904	533
418	554	584	314	716
688	162	986	475	693
809	130	726	2	549
879	660	289	402	594
781	744	848	704	697
429	789	497	873	282
910	461	88	151	327
538	801	298	409	793
132	573	383	854	548
194	932	969	79	510
325	703	582	74	81
558	942	897	818	593
875	42	356	645	779
553	628	709	867	716
338	502	850	706	594
750	462	235	332	801
401	364	361	717	540
408	648	43	167	166
43	501	983	988	468
684	850	71	859	705
802	314	556	385	683
898	642	998	65	987
852	690	962	730	143
308	40	664	326	399
432	400	544	417	592
576	377	538	346	678
775	639	741	273	466
200	469	194	345	146
206	110	605	530	792
738	530	907	705	924
29	243	8	981	476
104	738	111	375	250
608	807	616	822	566
202	196	118	406	952
493	925	618	258	321
591	279	334	822	908
870	98	434	74	971
439	831	712	89	985
542	938	348	978	950
227	496	989	841	918
79	29	885	796	1
84	375	382	844	752
763	950	652	133	750
202	890	955	578	68
68	559	893	145	92
234	382	918	756	269
332	703	32	480	321
395	646	481	759	753
487	9	514	188	119
639	975	293	118	335
583	42	783	758	334
38	665	769	194	7
463	454	780	47	13
867	393	715	9	16
491	131	95	65	242
164	964	233	603	957
407	797	693	805	742
960	714	689	754	733
478	941	934	736	836
141	582	149	422	596
346	981	740	322	556
843	37	578	69	6
706	262	663	307	567
949	744	254	589	182
111	421	754	697	40
766	361	8	166	21
765	24	881	888	579
690	609	812	57	725
179	648	956	265	346
167	961	764	462	716
81	744	412	94	826
314	580	903	434	50
71	48	349	975	460
41	635	335	606	929
844	769	573	38	149
784	268	252	823	471
854	945	40	326	315
349	146	428	927	968
189	550	170	768	584
533	234	563	677	778
10	555	709	26	3
753	564	991	791	798
226	108	323	463	950
517	170	955	902	960
616	867	136	355	550
335	286	317	497	734
112	913	957	725	968
319	769	628	494	796
210	738	16	896	652
30	720	942	230	159
56	710	363	209	210
545	244	673	123	67
864	417	136	162	954
970	385	448	560	411
858	90	979	386	975
486	14	442	277	658
378	425	461	67	495
680	452	60	565	385
700	391	228	603	938
911	638	677	292	306
386	95	371	14	475
976	386	918	385	559
899	389	7	135	381
281	567	164	586	472
104	511	812	797	790
635	267	368	802	29
927	551	745	511	714
975	818	392	221	832
863	789	775	882	12
30	893	272	822	272
555	111	945	429	681
421	33	261	19	103
64	392	712	131	211
926	969	926	325	712
318	738	429	634	43
187	656	792	348	684
893	172	691	810	121
488	675	833	871	919
605	358	827	465	499
36	536	606	299	939
975	160	495	222	702
159	52	606	330	665
755	692	721	593	915
958	939	1	937	956
820	307	960	610	832
449	508	135	742	276
639	766	936	339	542
693	625	468	826	450
493	118	978	499	723
884	128	338	980	582
46	998	930	500	960
276	67	259	179	408
606	234	581	513	190
798	388	908	162	729
753	452	979	65	114
606	993	885	188	917
346	371	168	695	331
253	293	632	506	496
447	340	303	388	502
724	813	697	194	22
99	803	672	448	472
869	499	414	740	826
187	50	31	656	367
430	989	206	245	155
573	203	85	970	994
288	488	954	575	759
495	697	957	504	828
486	478	322	932	200
289	60	319	833	26
470	646	420	462	211
742	836	799	605	813
540	890	495	626	684
679	971	434	625	872
234	418	460	450	458
269	10	431	959	745
288	829	449	727	252
872	200	790	804	583
171	96	232	521	586
458	613	319	389	109
863	82	885	891	639
757	938	422	407	817
415	911	114	244	440
302	287	546	931	349
645	69	605	773	893
523	918	417	265	242
677	975	851	603	331
424	85	571	12	697
301	973	26	896	220
38	68	842	335	784
983	182	371	147	283
60	624	788	77	917
651	307	878	362	117
302	529	273	431	125
84	98	352	296	679
560	266	783	640	550
661	763	912	628	115
532	788	216	471	966
95	443	949	908	132
339	525	435	392	893
770	160	958	910	252
94	587	454	94	188
23	252	404	489	188
658	660	950	89	797
176	162	282	790	512
571	324	985	348	967
491	114	271	228	920
554	478	143	807	726
277	98	171	553	328
242	590	654	405	876
652	334	511	567	176
689	982	652	847	895
807	989	780	690	817
93	398	658	827	849
201	649	712	210	499
950	537	326	430	714
583	329	895	217	435
199	894	72	482	892
274	640	493	361	197
834	133	463	980	448
284	662	384	640	37
276	974	704	295	675
254	273	452	200	960
171	520	81	592	267
443	755	448	366	278
148	567	64	400	732
285	522	901	640	947
379	57	967	970	672
998	682	62	27	401
230	731	996	415	668
917	63	273	946	839
354	558	868	36	495
827	152	376	796	269
448	870	231	684	395
530	697	229	670	530
188	558	216	826	824
489	372	416	642	390
776	162	854	259	659
607	902	688	529	118
728	691	129	905	140
473	583	967	971	334
430	842	965	560	725
673	371	66	138	141
302	704	68	99	276
263	232	571	402	648
602	904	897	144	245
561	45	667	77	465
822	682	172	641	983
463	600	210	613	65
682	418	925	84	944
803	983	825	25	785
586	884	708	151	296
819	7	688	23	611
833	317	762	861	396
424	976	152	918	697
667	938	786	636	787
323	314	766	40	384
249	569	540	510	688
375	139	225	603	362
955	471	201	909	186
628	145	668	787	272
460	615	198	328	841
314	450	711	508	180
643	591	996	526	769
132	776	941	885	645
328	390	473	648	827
32	242	247	287	177
853	989	199	346	395
280	733	614	894	910
341	880	355	955	861
687	700	263	201	99
686	916	741	806	341
440	426	868	388	685
713	639	261	799	242
985	750	284	704	75
483	382	0	560	758
986	347	351	801	705
530	772	187	906	88
831	297	700	463	767
697	468	118	993	21
970	8	666	195	703
924	151	264	606	23
341	480	975	885	821
58	302	420	649	584
626	148	776	322	238
818	929	608	615	816
112	802	172	413	181
411	113	427	342	659
643	936	286	488	966
560	86	585	892	285
444	384	912	604	65
339	196	36	710	515
497	354	724	898	573
113	588	627	706	807
223	42	353	305	50
452	703	976	731	546
515	402	392	741	162
722	799	180	685	673
730	101	208	982	27
899	437	900	320	125
366	684	794	806	507
41	634	927	452	750
422	232	274	726	607
877	429	498	472	847
52	163	412	473	867
783	414	150	711	18
153	100	319	516	319
450	40	315	785	48
218	219	789	538	585
978	208	744	613	787
348	727	33	410	64
33	684	208	760	160
59	867	961	678	186
334	232	582	87	408
414	551	368	43	867
812	162	64	256	672
813	441	271	854	502
555	488	196	258	660
649	983	663	904	164
894	989	377	921	425
576	548	60	401	895
861	519	542	723	958
244	512	596	432	739
177	55	480	402	604
746	874	464	98	964
704	325	125	581	686
957	319	114	743	334
709	899	702	393	530
371	338	332	620	8
353	908	497	661	236
852	193	278	358	256
439	377	784	445	296
606	280	784	528	919
835	491	298	453	848
743	121	454	993	67
989	890	96	202	24
656	686	25	12	908
775	698	924	796	268
698	906	511	831	603
541	509	892	339	62
432	127	586	914	236
607	788	935	271	568
582	117	656	457	792
42	487	683	871	419
301	914	860	506	703
155	118	656	553	169
98	373	679	981	915
781	581	847	688	757
779	103	386	361	848
906	364	551	176	66
369	703	985	741	59
619	477	939	344	936
447	905	143	845	554
379	245	441	227	853
713	136	115	170	618
513	237	596	413	484
78	768	882	397	669
298	628	197	630	169
981	748	379	631	864
405	183	755	184	816
471	126	988	892	682
754	976	978	432	462
98	569	916	107	777
833	41	877	730	942
536	867	298	533	749
574	853	94	585	96
422	337	72	914	899
84	904	133	331	52
833	157	975	278	636
0	73	400	114	290
365	832	894	509	90
826	923	659	173	93
16	833	894	614	314
702	982	303	254	231
211	810	330	1	54
308	490	382	685	834
841	477	140	544	821
99	322	458	517	896
961	479	484	662	745
736	461	171	175	60
338	84	481	738	260
221	726	55	281	498
279	401	0	865	440
728	427	607	846	493
605	683	783	238	403
942	225	196	76	47
975	671	508	615	651
607	796	913	906	400
452	211	945	872	857
39	712	482	772	19
701	888	306	271	564
107	471	481	982	802
590	834	885	166	290
170	188	499	275	263
665	59	177	619	225
823	817	267	865	479
773	366	647	304	669
453	174	993	239	458
279	891	334	108	292
482	230	74	933	708
487	637	160	355	171
739	848	296	5	687
478	902	381	422	646
153	366	312	894	750
813	60	169	657	508
805	629	862	878	802
142	475	111	6	130
613	751	647	309	694
148	682	270	612	23
693	675	172	360	630
769	714	599	227	759
946	882	532	433	393
5	663	899	416	266
464	986	926	474	909
230	13	144	209	437
263	25	883	830	749
905	305	568	523	387
491	291	42	62	16
619	107	955	912	550
44	274	791	124	626
582	936	435	36	467
753	171	826	840	874
130	567	956	893	634
391	57	812	319	262
830	518	124	711	157
77	625	972	237	587
744	911	562	36	146
628	13	79	990	836
479	86	721	44	674
869	436	238	687	685
413	116	323	505	320
704	565	57	43	611
81	627	579	833	694
30	534	650	752	173
278	706	855	166	149
263	367	348	598	643
383	305	160	318	634
258	63	134	570	218
650	412	847	42	725
234	236	170	269	112
629	188	509	322	266
896	230	29	182	92
506	304	305	756	72
527	299	13	676	617
615	994	706	937	74
181	944	712	77	934
458	927	916	323	246
426	602	762	123	659
540	79	572	532	455
744	78	260	56	12
841	138	39	312	64
115	967	609	640	787
489	737	554	857	863
207	576	118	922	287
919	599	729	4	593
32	285	368	299	60
653	116	89	618	690
761	377	930	429	733
667	519	352	318	999
946	565	30	773	294
391	244	792	954	316
355	749	789	563	508
594	882	105	110	684
70	548	381	117	81
352	971	768	986	287
188	746	716	326	140
861	619	84	951	462
465	982	844	50	814
545	345	910	368	524
467	447	437	468	897
630	616	102	323	53
736	169	574	721	540
327	671	859	420	332
856	417	295	724	226
239	706	721	899	433
428	79	462	391	611
999	393	855	371	150
2	989	327	387	696
351	463	389	867	828
200	722	145	880	14
386	154	260	282	745
891	455	418	840	854
748	680	5	846	496
887	698	478	654	47
685	594	709	905	806
234	806	566	600	605
150	114	597	542	314
555	570	283	974	974
256	507	751	284	746
103	540	134	774	598
177	962	158	935	885
877	890	445	812	234
170	453	835	355	874
65	236	334	279	533
921	244	102	662	327
585	962	145	691	514
589	290	463	823	727
447	780	177	770	40
161	446	93	665	381
170	254	27	992	46
534	310	310	788	448
349	949	543	801	650
445	569	150	252	474
113	163	429	743	311
679	828	160	891	100
926	825	47	450	23
515	224	465	96	260
585	869	395	319	248
75	924	304	729	294
296	858	454	672	870
198	283	900	271	879
703	23	73	715	68
36	517	161	522	633
996	395	993	805	877
94	295	612	131	453
545	695	227	453	6
521	747	118	56	104
116	141	901	609	287
782	520	561	789	69
900	679	755	251	988
968	677	257	729	59
867	158	802	323	736
661	503	408	682	863
591	783	340	781	818
95	548	231	925	460
383	421	777	574	701
698	192	152	208	397
546	817	486	168	60
99	778	210	714	10
262	809	46	32	765
838	496	228	159	839
213	138	999	353	253
892	768	867	550	245
544	640	77	723	859
526	272	666	453	918
465	135	5	813	897
509	958	893	921	797
327	731	930	291	432
599	193	901	256	255
889	210	80	609	56
631	726	180	148	456
710	237	932	846	494
424	719	428	820	458
96	204	83	627	61
156	422	57	442	541
30	867	938	748	18
347	431	99	579	230
136	945	758	660	770
625	101	958	610	370
370	665	848	315	356
140	477	990	951	416
971	138	105	306	650
7	197	625	839	509
208	7	98	168	357
498	701	914	195	407
51	77	124	416	709
561	714	988	294	809
522	367	278	808	634
872	768	9	749	702
9	475	634	690	757
613	236	232	680	575
475	228	430	22	285
948	219	462	159	930
467	25	471	364	561
974	811	875	749	839
372	136	506	473	837
701	909	52	57	997
309	70	492	363	102
787	762	985	229	965
112	531	207	787	232
917	961	123	781	118
614	841	777	453	272
51	232	573	756	85
7	799	525	989	918
168	862	778	102	801
169	620	417	870	298
575	436	699	341	587
533	965	622	920	934
730	654	902	636	489
118	653	40	499	892
424	690	139	561	959
278	164	710	72	809
284	628	519	196	968
147	465	952	99	901
653	925	584	680	939
810	828	733	942	696
763	750	221	942	189
987	605	712	21	376
425	976	827	602	392
573	957	92	834	392
688	748	517	242	156
91	913	601	609	956
681	676	290	636	807
975	233	281	881	457
499	984	658	672	483
791	260	157	376	970
888	996	918	396	928
7	548	82	906	802
675	404	210	74	619
895	203	524	797	256
849	425	469	684	994
766	959	890	911	126
704	781	590	559	209
320	72	57	631	104
452	353	649	817	581
48	623	49	249	107
282	181	866	341	984
385	19	898	698	738
426	726	401	523	135
60	182	40	167	805
834	917	714	786	760
465	151	541	963	995
433	598	445	268	693
503	341	987	884	940
535	325	638	271	249
287	447	930	618	836
872	404	108	351	981
833	480	891	400	335
929	732	294	913	678
61	43	89	366	369
435	529	756	800	191
2	283	483	839	247
747	922	786	29	859
518	451	563	620	197
897	43	853	346	453
564	429	854	254	635
679	223	913	425	812
244	110	605	39	912
428	794	774	879	493
85	12	981	470	561
59	922	45	64	940
134	406	645	167	291
342	575	701	260	140
859	7	740	721	564
15	419	711	865	308
536	603	532	186	116
135	98	681	395	784
443	752	691	53	393
878	915	359	30	55
975	789	737	248	472
441	302	776	644	762
652	543	629	830	648
918	366	311	817	329
995	27	71	453	799
11	624	990	591	863
147	434	83	937	982
574	528	711	696	835
239	657	429	254	29
820	267	589	127	904
853	76	366	212	216
197	238	456	427	624
723	467	707	827	782
643	605	82	743	444
291	577	464	193	315
468	735	324	544	784
961	11	547	685	140
625	699	526	179	305
586	700	992	511	140
45	181	262	121	560
425	586	101	82	148
546	487	97	981	454
507	4	213	367	775
9	370	406	393	866
443	991	107	549	951
232	660	978	37	961
88	50	676	716	694
926	985	163	848	367
90	888	671	702	806
220	338	370	89	659
479	421	327	23	290
300	543	622	781	61
546	336	853	791	536
99	122	406	705	54
579	126	890	505	721
356	216	107	58	256
103	779	141	103	479
671	480	485	542	226
288	164	91	980	975
795	731	531	512	353
937	24	840	950	660
533	46	62	470	774
461	647	782	489	92
531	35	15	291	337
23	565	242	805	700
867	391	802	347	738
364	452	153	142	998
530	609	812	69	920
194	794	166	944	248
196	629	92	723	411
94	601	273	676	675
258	888	810	343	197
883	118	627	30	539
537	711	332	442	961
280	352	558	541	907
843	769	830	445	633
55	225	99	753	506
873	769	377	292	169
7	108	289	858	9
108	642	722	195	208
376	294	100	192	343
834	63	193	85	590
172	143	630	313	58
903	61	459	493	916
441	496	422	884	204
733	8	489	664	139
287	972	236	898	825
901	745	176	377	20
838	228	442	430	811
58	60	290	916	546
417	662	973	770	119
496	853	944	333	945
99	45	781	206	826
117	972	865	197	847
92	64	80	960	59
171	691	887	248	668
192	545	155	892	812
299	357	956	351	842
174	966	802	918	795
472	585	343	406	3
785	169	417	475	831
939	631	874	950	514
137	778	143	175	677
218	17	773	34	441
862	910	469	293	590
512	745	346	276	884
507	656	512	875	1
198	528	495	262	425
455	428	191	205	444
493	415	437	521	535
112	137	103	936	260
12	570	463	611	31
216	733	151	118	425
147	611	976	298	292
765	217	3	377	768
244	77	303	117	693
763	667	715	922	225
224	345	6	499	399
800	423	793	230	984
924	49	353	0	696
522	547	139	260	812
